toxin_type,binding_type,binding_affinity_nM,binding_site,toxin_id,antibody_id,data_source,toxin_type_encoded,binding_type_encoded,binding_site_encoded
Snake Venom Metalloproteinase,Broad-spectrum,1.614818595875445,Multiple epitopes,SYN_TOX_SVMP_58,SYN_MAB_40_H,synthetic,4,0,15
Snake Venom Serine Protease,Mixed,-0.3878990472277297,Multiple CDRs,C0HK19.1,1CDQ_A,real,5,3,14
Cysteine-Rich Secretory Protein,Linear,-0.39287653836347886,Multiple CDRs,XP_039185515.1,6ION_A,real,0,2,14
Snake Venom Serine Protease,Linear,-0.17579369915274423,Multiple CDRs,B5U6Y3.1,9CLP_C,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.19297407178258788,CDR-H3,P85109.1,4V1D_D,real,5,3,2
Cysteine-Rich Secretory Protein,Linear,-0.38211873494105336,Multiple CDRs,XP_034288378.1,4V1D_E,real,0,2,14
Snake Venom Metalloproteinase,Conformational,-0.37505390881289336,Multiple CDRs,P0C6R9.2,P13987.1,real,4,1,14
Snake Venom Serine Protease,Conformational,-0.0780100829698024,Multiple CDRs,E0Y420.1,9CLP_H,real,5,1,14
Snake Venom Metalloproteinase,Conformational,-0.3642961053904679,Multiple CDRs,J3S830.1,NP_001455.3,real,4,1,14
Snake Venom Metalloproteinase,Linear,-0.395766694506817,Multiple CDRs,Q698K8.3,NP_001265042.1,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.23231230817802426,CDR-H3,A2TK72.1,Q9HCN6.4,real,4,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.312754987500937,CDR-H3,AAL54918.1,6IOM_B,real,0,1,2
Snake Venom Metalloproteinase,Linear,-0.17001338686606787,Multiple CDRs,P0DQT6.1,4V1D_A,real,4,2,14
Snake Venom Serine Protease,Conformational,1.5984410443965287,Multiple CDRs,B0FXM2.1,8SXP_L,real,5,1,14
Kunitz-type Serine Protease Inhibitor,Specific,-0.07110582107182786,Inhibitory Loop,SYN_TOX_KSPI_68,SYN_MAB_101_H,synthetic,2,4,10
Cysteine-Rich Secretory Protein,Specific,-0.3777835007260461,CAP Domain,SYN_TOX_CRISP_84,SYN_MAB_97_H,synthetic,0,4,1
Snake Venom Metalloproteinase,Linear,0.14340799045593935,CDR-H3,Q90ZI3.1,1CDR_A,real,4,2,2
Snake Venom Serine Protease,Conformational,-0.4078090117707261,Multiple CDRs,Q072L6.1,6IOM_B,real,5,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.21850378438207518,Multiple CDRs,AAP20603.1,1CDQ_A,real,0,1,14
Snake Venom Serine Protease,Linear,-0.26474628267548606,Multiple CDRs,A8QL53.1,4V1D_A,real,5,2,14
Disintegrin,Conformational,-0.41808512250259516,Multiple CDRs,AAB30855.1,4V1D_B,real,1,1,14
Snake Venom Serine Protease,Conformational,-0.18879940179776605,CDR-H3,Q27J47.1,Q9HCN6.4,real,5,1,2
Snake Venom Serine Protease,Conformational,-0.15427809230789333,CDR-H3,O93421.2,6IOM_B,real,5,1,2
Snake Venom Metalloproteinase,Linear,-0.3580341004132352,CDR-H3,J3S829.1,9CU5_G,real,4,2,2
Cysteine-Rich Secretory Protein,Mixed,-0.36076369232638794,CDR-H3,XP_039190748.1,8SXP_H,real,0,3,2
Phospholipase A2,Broad-spectrum,2.639218384458645,Multiple epitopes,SYN_TOX_PLA2_71,SYN_MAB_81_H,synthetic,3,0,15
Snake Venom Metalloproteinase,Linear,-0.33170156666282063,Multiple CDRs,A8QL59.1,1CDS_A,real,4,2,14
Kunitz-type Serine Protease Inhibitor,Conformational,-0.35385943042841334,Multiple CDRs,AEI52542.1,8U9Y_F,real,2,1,14
Phospholipase A2,Linear,-0.2708477234225333,Multiple CDRs,AAB25792.1,9CLP_L,real,3,2,14
Snake Venom Serine Protease,Linear,-0.3578735361830497,Multiple CDRs,E0Y421.1,4V1D_E,real,5,2,14
Phospholipase A2,Mixed,-0.36461723385083883,Multiple CDRs,XCA51350.1,8SXP_L,real,3,3,14
Phospholipase A2,Mixed,-0.19056560832980607,CDR-H3,AAB33759.1,8SXP_L,real,3,3,2
Snake Venom Serine Protease,Mixed,0.3012426287282413,CDR-H3,E0Y418.1,9B7V_L,real,5,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.19730930599759516,CDR-H3,XP_034288378.1,1CDQ_A,real,0,1,2
Disintegrin,Broad-spectrum,1.2631829317692995,Multiple epitopes,SYN_TOX_DIS_111,SYN_MAB_134_H,synthetic,1,0,15
Snake Venom Metalloproteinase,Conformational,0.15753764271225942,CDR-H3,P0DM97.1,1CDS_A,real,4,1,2
Three-Finger Toxin,Broad-spectrum,2.7660641263051544,Multiple epitopes,SYN_TOX_3FTx_31,SYN_MAB_43_H,synthetic,6,0,15
Phospholipase A2,Conformational,-0.054407141132540596,Multiple CDRs,AAB24834.1,8SXP_L,real,3,1,14
Snake Venom Serine Protease,Linear,-0.29525348641072247,Multiple CDRs,P18965.2,6IOM_A,real,5,2,14
Phospholipase A2,Mixed,-0.39335823105403517,Multiple CDRs,XCA51350.1,8TO9_C,real,3,3,14
Cysteine-Rich Secretory Protein,Broad-spectrum,1.484761569425227,Multiple epitopes,SYN_TOX_CRISP_21,SYN_MAB_91_H,synthetic,0,0,15
Three-Finger Toxin,Specific,-0.28144496261477336,Loop I,SYN_TOX_3FTx_66,SYN_MAB_132_H,synthetic,6,4,12
Three-Finger Toxin,Broad-spectrum,0.9773786020391904,Multiple epitopes,SYN_TOX_3FTx_73,SYN_MAB_28_H,synthetic,6,0,15
Snake Venom Serine Protease,Linear,-0.3194986851687261,CDR-H3,P0DJF6.1,1CDQ_A,real,5,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.32270996977243516,Multiple CDRs,AAL54896.1,4V1D_E,real,0,1,14
Phospholipase A2,Specific,-0.28144496261477336,Enzymatic Site,SYN_TOX_PLA2_134,SYN_MAB_45_H,synthetic,3,4,7
Snake Venom Metalloproteinase,Linear,-0.38099478532975517,CDR-H3,P82942.1,NP_000602.1,real,4,2,2
Phospholipase A2,Mixed,-0.39271597413329334,Multiple CDRs,XCA51265.1,6IOM_B,real,3,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.3532171735076715,CDR-H3,XP_039204466.1,6IOM_B,real,0,3,2
Snake Venom Serine Protease,Mixed,0.29385667413971034,Multiple CDRs,A8QL57.1,9CLP_C,real,5,3,14
Phospholipase A2,Linear,-0.26956320958104973,CDR-H3,XCA51265.1,P00740.2,real,3,2,2
Disintegrin,Conformational,-0.37682011534493337,Multiple CDRs,ABD34835.1,P13987.1,real,1,1,14
Snake Venom Metalloproteinase,Mixed,-0.3912708960616243,Multiple CDRs,P17347.3,P00740.2,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.1947402783146279,Multiple CDRs,C0HK19.1,9CLP_L,real,5,3,14
Snake Venom Serine Protease,Linear,-0.33908752125135155,Multiple CDRs,C0HLA3.1,9MIB_P,real,5,2,14
Three-Finger Toxin,Broad-spectrum,-0.1818951398997915,Multiple epitopes,SYN_TOX_3FTx_178,SYN_MAB_109_H,synthetic,6,0,15
Snake Venom Serine Protease,Mixed,-0.2321517439478388,CDR-H3,Q27J47.1,P00740.2,real,5,3,2
Phospholipase A2,Conformational,-0.38741735453717335,Multiple CDRs,AAB25792.1,P00740.2,real,3,1,14
Three-Finger Toxin,Specific,-0.18992335140906424,Loop II,SYN_TOX_3FTx_157,SYN_MAB_59_H,synthetic,6,4,13
Snake Venom Serine Protease,Linear,-0.42900349015520606,CDR-H3,P0C5B4.2,1CDR_A,real,5,2,2
Disintegrin,Linear,0.14629814659927767,Multiple CDRs,AAB22477.1,4V1D_A,real,1,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.41358932405740245,CDR-H3,XP_070812689.1,9MIA_R,real,0,1,2
Three-Finger Toxin,Specific,-0.38420606993346423,Loop I,SYN_TOX_3FTx_108,SYN_MAB_68_H,synthetic,6,4,12
Snake Venom Metalloproteinase,Mixed,-0.16021896882475514,Multiple CDRs,P0C6R9.2,9CU6_F,real,4,3,14
Cysteine-Rich Secretory Protein,Conformational,-0.28048157723366063,CDR-H3,XP_026547749.1,9CU5_K,real,0,1,2
Snake Venom Metalloproteinase,Mixed,-0.23407851471006424,Multiple CDRs,C0HJU2.1,6ION_A,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.3678285184545479,CDR-H3,A8QL53.1,8SXP_L,real,5,3,2
Snake Venom Metalloproteinase,Specific,-0.1947402783146279,Zinc Binding Site,SYN_TOX_SVMP_149,SYN_MAB_149_H,synthetic,4,4,21
Snake Venom Metalloproteinase,Conformational,-0.0038294086241224346,CDR-H3,P0DM87.1,4V1D_D,real,4,1,2
Snake Venom Serine Protease,Mixed,-0.21384742170669696,Multiple CDRs,Q8UUJ1.2,4V1D_D,real,5,3,14
Cysteine-Rich Secretory Protein,Specific,-0.03096476352546422,CAP Domain,SYN_TOX_CRISP_119,SYN_MAB_127_H,synthetic,0,4,1
Snake Venom Serine Protease,Linear,-0.11108631438800608,CDR-H3,D8MIA2.1,9CLP_H,real,5,2,2
Cysteine-Rich Secretory Protein,Mixed,-0.3850088910843915,Multiple CDRs,AAL54918.1,8SXP_L,real,0,3,14
Three-Finger Toxin,Specific,-0.01972526741248241,Loop II,SYN_TOX_3FTx_143,SYN_MAB_59_H,synthetic,6,4,13
Phospholipase A2,Conformational,-0.36124538501694425,Multiple CDRs,AAB24834.1,4V1D_B,real,3,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.316287400565017,Multiple CDRs,AAL54918.1,Q9HCN6.4,real,0,3,14
Phospholipase A2,Linear,-0.34743686122099515,Multiple CDRs,XCA51249.1,4V1D_B,real,3,2,14
Phospholipase A2,Linear,-0.006719564767460612,CDR-H3,XCA51214.1,6IOM_A,real,3,2,2
Cysteine-Rich Secretory Protein,Linear,-0.17129790070755155,Multiple CDRs,XP_013911763.1,9MI0_R,real,0,2,14
Snake Venom Serine Protease,Linear,-0.365741183462137,CDR-H3,A0A1I9KNP0.1,1CDS_A,real,5,2,2
Snake Venom Serine Protease,Conformational,-0.2902759952749734,CDR-H3,P81824.2,4V1D_B,real,5,1,2
Cysteine-Rich Secretory Protein,Linear,-0.30713523944444604,Multiple CDRs,XP_026568636.1,NP_000602.1,real,0,2,14
Cysteine-Rich Secretory Protein,Mixed,-0.38822017568810063,CDR-H3,AAP20602.1,8SXP_L,real,0,3,2
Snake Venom Metalloproteinase,Linear,-0.3342705943457879,Multiple CDRs,Q9PW36.1,9CLP_L,real,4,2,14
Cysteine-Rich Secretory Protein,Specific,-0.3103465240481552,CAP Domain,SYN_TOX_CRISP_7,SYN_MAB_30_H,synthetic,0,4,1
Phospholipase A2,Mixed,-0.35129040274544604,CDR-H3,AAB26654.1,6ION_A,real,3,3,2
Snake Venom Metalloproteinase,Linear,-0.3495241962134061,Multiple CDRs,J3SBP9.1,8SXP_H,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.41680060866111157,CDR-H3,P0DM87.1,9CU6_G,real,4,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.4110202963744352,CDR-H3,XP_026568636.1,9CU5_K,real,0,1,2
Cysteine-Rich Secretory Protein,Linear,-0.0664494583964497,Multiple CDRs,XP_026568634.1,4V1D_E,real,0,2,14
Three-Finger Toxin,Specific,0.01399322092646307,Loop I,SYN_TOX_3FTx_38,SYN_MAB_132_H,synthetic,6,4,12
Phospholipase A2,Conformational,-0.21577419246892243,CDR-H3,AAB20783.1,6IOM_B,real,3,1,2
Snake Venom Serine Protease,Linear,-0.35851579310379156,CDR-H3,E5L0E6.1,9MIB_L,real,5,2,2
Snake Venom Metalloproteinase,Mixed,0.36033026543648855,CDR-H3,F8RKW0.1,9CLP_C,real,4,3,2
Snake Venom Metalloproteinase,Linear,-0.29445066525979513,Multiple CDRs,A2TK72.1,6IOM_A,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.378104629186417,Multiple CDRs,P0C7A9.1,Q9HCN6.4,real,4,1,14
Snake Venom Serine Protease,Linear,-0.04621836539308239,CDR-H3,E0Y421.1,4V1D_A,real,5,2,2
Snake Venom Metalloproteinase,Linear,-0.25238283695120606,CDR-H3,C0L2T8.1,8SXP_L,real,4,2,2
Snake Venom Serine Protease,Broad-spectrum,3.8659291030755183,Multiple epitopes,SYN_TOX_SVSP_179,SYN_MAB_40_H,synthetic,5,0,15
Snake Venom Serine Protease,Linear,-0.3684707753752897,CDR-H3,P85109.1,8TO9_I,real,5,2,2
Cysteine-Rich Secretory Protein,Linear,-0.31965924939891155,Multiple CDRs,XP_039204466.1,4V1D_A,real,0,2,14
Cysteine-Rich Secretory Protein,Mixed,-0.3628510273187988,Multiple CDRs,XP_026568634.1,8TO9_C,real,0,3,14
Cysteine-Rich Secretory Protein,Conformational,-0.41246537444610426,CDR-H3,XP_034288380.1,NP_000602.1,real,0,1,2
Cysteine-Rich Secretory Protein,Linear,-0.21336572901614062,Multiple CDRs,XP_070812678.1,NP_000602.1,real,0,2,14
Snake Venom Serine Protease,Linear,0.5098155637391467,Multiple CDRs,Q6T5L0.2,9CLP_H,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.2679575672791952,Multiple CDRs,B0ZT25.1,9CLP_H,real,5,3,14
Snake Venom Metalloproteinase,Mixed,-0.41664004443092606,Multiple CDRs,J3SDW8.1,NP_001424713.1,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.3756961657336352,CDR-H3,P84787.1,4V1D_D,real,5,3,2
Snake Venom Serine Protease,Conformational,-0.13757941236860605,Multiple CDRs,Q8UUJ1.2,4V1D_A,real,5,1,14
Snake Venom Metalloproteinase,Broad-spectrum,1.8380028758332267,Multiple epitopes,SYN_TOX_SVMP_163,SYN_MAB_56_H,synthetic,4,0,15
Snake Venom Metalloproteinase,Linear,-0.2645857184453006,Multiple CDRs,V5TBK6.1,9CU6_G,real,4,2,14
Snake Venom Serine Protease,Linear,-0.1777204699149697,CDR-H3,D8MIA1.1,1CDQ_A,real,5,2,2
Phospholipase A2,Conformational,-0.09326368483742058,Multiple CDRs,XCA51213.1,8SXP_H,real,3,1,14
Disintegrin,Mixed,-0.3848483268542061,Multiple CDRs,AAB22477.1,NP_001424713.1,real,1,3,14
Snake Venom Metalloproteinase,Conformational,-0.4013864425633079,Multiple CDRs,Q698K8.3,6IOM_B,real,4,1,14
Snake Venom Serine Protease,Linear,-0.35530450850008244,Multiple CDRs,F8S114.1,9MIA_N,real,5,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.4009047498727516,Multiple CDRs,XP_032069584.1,8SXP_L,real,0,1,14
Snake Venom Metalloproteinase,Mixed,-0.2748618291771697,Multiple CDRs,P0DQT6.1,NP_000602.1,real,4,3,14
Cysteine-Rich Secretory Protein,Specific,-0.1112468786181915,CAP Domain,SYN_TOX_CRISP_28,SYN_MAB_46_H,synthetic,0,4,1
Phospholipase A2,Linear,-0.31147047365945335,CDR-H3,XCA51353.1,9CLP_H,real,3,2,2
Snake Venom Metalloproteinase,Linear,-0.2981436425540606,CDR-H3,P0DL29.1,4V1D_A,real,4,2,2
Cysteine-Rich Secretory Protein,Specific,-0.10642995171262785,CAP Domain,SYN_TOX_CRISP_84,SYN_MAB_74_H,synthetic,0,4,1
Snake Venom Metalloproteinase,Mixed,-0.280963269924217,Multiple CDRs,C0HM67.1,6ION_A,real,4,3,14
Snake Venom Serine Protease,Conformational,-0.3681496469149188,CDR-H3,P84788.1,8SXP_H,real,5,1,2
Snake Venom Serine Protease,Mixed,0.11177683710940484,CDR-H3,P81824.2,4V1D_D,real,5,3,2
Snake Venom Serine Protease,Mixed,-0.3079380605953733,CDR-H3,Q9YGJ9.1,9MII_L,real,5,3,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,0.2130928663564267,Multiple epitopes,SYN_TOX_KSPI_117,SYN_MAB_109_H,synthetic,2,0,15
Snake Venom Metalloproteinase,Specific,-0.06628889416626421,Catalytic Domain,SYN_TOX_SVMP_156,SYN_MAB_65_H,synthetic,4,4,4
Snake Venom Serine Protease,Linear,-0.34149598470413334,Multiple CDRs,A7LAC7.1,1CDR_A,real,5,2,14
Snake Venom Metalloproteinase,Conformational,-0.3345917228061588,CDR-H3,P84035.1,NP_001424713.1,real,4,1,2
Snake Venom Serine Protease,Linear,-0.33876639279098064,CDR-H3,E5L0E4.1,1CDS_A,real,5,2,2
Snake Venom Metalloproteinase,Linear,-0.16021896882475514,Multiple CDRs,J3S830.1,NP_001265043.1,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.34005090663246423,Multiple CDRs,Q9PW36.1,P00740.2,real,4,2,14
Phospholipase A2,Conformational,-0.395766694506817,Multiple CDRs,XCA51213.1,9CU6_K,real,3,1,14
Kunitz-type Serine Protease Inhibitor,Specific,-0.4211358428761188,Inhibitory Loop,SYN_TOX_KSPI_103,SYN_MAB_47_H,synthetic,2,4,10
Snake Venom Serine Protease,Conformational,-0.24756591004564243,Multiple CDRs,B0FXM1.1,4V1D_D,real,5,1,14
Snake Venom Metalloproteinase,Conformational,-0.367507389994177,CDR-H3,U5PZ28.1,9CLP_H,real,4,1,2
Phospholipase A2,Mixed,-0.2888309172033042,CDR-H3,KAG5858194.1,8SXP_L,real,3,3,2
Disintegrin,Specific,-0.07752839027924607,C-terminal Region,SYN_TOX_DIS_153,SYN_MAB_3_H,synthetic,1,4,0
Three-Finger Toxin,Specific,-0.2621772549925188,Loop II,SYN_TOX_3FTx_38,SYN_MAB_130_H,synthetic,6,4,13
Snake Venom Serine Protease,Broad-spectrum,4.002408698733155,Multiple epitopes,SYN_TOX_SVSP_102,SYN_MAB_134_H,synthetic,5,0,15
Cysteine-Rich Secretory Protein,Linear,-0.35145096697563155,Multiple CDRs,BAP39957.1,9CLP_C,real,0,2,14
Snake Venom Metalloproteinase,Broad-spectrum,2.510767000310281,Multiple epitopes,SYN_TOX_SVMP_44,SYN_MAB_55_H,synthetic,4,0,15
Snake Venom Serine Protease,Broad-spectrum,1.8171295259091178,Multiple epitopes,SYN_TOX_SVSP_74,SYN_MAB_119_H,synthetic,5,0,15
Phospholipase A2,Specific,-0.17707821299422788,Enzymatic Site,SYN_TOX_PLA2_197,SYN_MAB_45_H,synthetic,3,4,7
Phospholipase A2,Mixed,-0.33683962202875517,Multiple CDRs,XCA51213.1,1CDR_A,real,3,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.22910102357431514,Multiple CDRs,ATU85541.1,9CLP_L,real,0,3,14
Kunitz-type Serine Protease Inhibitor,Linear,-0.33667905779856977,CDR-H3,AEI52542.1,6ION_A,real,2,2,2
Snake Venom Metalloproteinase,Conformational,-0.05087472806846061,CDR-H3,P82942.1,1CDQ_A,real,4,1,2
Phospholipase A2,Mixed,0.36434437119112495,Multiple CDRs,XCA51213.1,P00740.2,real,3,3,14
Phospholipase A2,Conformational,-0.28289004068644247,Multiple CDRs,XCA51370.1,1CDS_A,real,3,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.33989034240227883,CDR-H3,XP_039204466.1,4V1D_E,real,0,1,2
Snake Venom Metalloproteinase,Conformational,-0.3484002466021079,Multiple CDRs,C0HM67.1,4V1D_A,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,0.2702537323024486,Multiple CDRs,6IMF_A,8SXP_H,real,0,2,14
Snake Venom Serine Protease,Mixed,-0.2626589476830752,Multiple CDRs,P84787.1,9CLP_H,real,5,3,14
Snake Venom Metalloproteinase,Conformational,-0.37585672996382063,CDR-H3,O42138.1,8SXP_L,real,4,1,2
Snake Venom Metalloproteinase,Conformational,-0.2976619498635043,Multiple CDRs,O42138.1,4V1D_D,real,4,1,14
Snake Venom Metalloproteinase,Conformational,-0.28417455452792606,CDR-H3,Q5XUW8.1,9CLP_L,real,4,1,2
Snake Venom Serine Protease,Conformational,-0.4156766590498134,Multiple CDRs,E0Y419.1,4V1D_E,real,5,1,14
Snake Venom Serine Protease,Conformational,-0.2274953812724606,CDR-H3,P81824.2,8SXP_H,real,5,1,2
Disintegrin,Conformational,-0.37087923882807156,CDR-H3,P34182.1,9B7V_L,real,1,1,2
Cysteine-Rich Secretory Protein,Linear,-0.26474628267548606,CDR-H3,XP_034288378.1,9MIA_R,real,0,2,2
Snake Venom Serine Protease,Linear,-0.38067365686938426,CDR-H3,P0CJ41.1,9CLP_L,real,5,2,2
Snake Venom Serine Protease,Broad-spectrum,1.918284990925954,Multiple epitopes,SYN_TOX_SVSP_60,SYN_MAB_75_H,synthetic,5,0,15
Snake Venom Metalloproteinase,Linear,-0.355143944269897,Multiple CDRs,Q9W7S2.1,NP_001265043.1,real,4,2,14
Phospholipase A2,Conformational,-0.4111808606046206,CDR-H3,AAB28455.1,Q9HCN6.4,real,3,1,2
Snake Venom Metalloproteinase,Linear,-0.39801459372941334,Multiple CDRs,J3S830.1,6ION_A,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.3864539691560606,CDR-H3,A8QL49.1,P13987.1,real,4,1,2
Snake Venom Serine Protease,Mixed,-0.33202269512319155,Multiple CDRs,Q9I8X1.2,6IOM_B,real,5,3,14
Snake Venom Metalloproteinase,Linear,-0.3583552288736061,Multiple CDRs,F8S108.1,9CLP_H,real,4,2,14
Disintegrin,Broad-spectrum,1.0367873672078085,Multiple epitopes,SYN_TOX_DIS_76,SYN_MAB_117_H,synthetic,1,0,15
Snake Venom Serine Protease,Broad-spectrum,7.200848164027409,Multiple epitopes,SYN_TOX_SVSP_144,SYN_MAB_98_H,synthetic,5,0,15
Cysteine-Rich Secretory Protein,Linear,0.5870469584583503,Multiple CDRs,XP_026547764.1,6IOM_A,real,0,2,14
Snake Venom Serine Protease,Linear,-0.12890894393859154,Multiple CDRs,E0Y418.1,1CDQ_A,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.3737693949714097,Multiple CDRs,D8MIA2.1,Q9HCN6.4,real,5,3,14
Cysteine-Rich Secretory Protein,Specific,-0.24933211657768245,CAP Domain,SYN_TOX_CRISP_21,SYN_MAB_108_H,synthetic,0,4,1
Snake Venom Metalloproteinase,Conformational,-0.1876754521864679,CDR-H3,Q0NZX6.1,9CLP_H,real,4,1,2
Phospholipase A2,Mixed,-0.4148738378988861,CDR-H3,AAB28454.1,P13987.1,real,3,3,2
Phospholipase A2,Specific,-0.4066850621594279,Calcium Binding Loop,SYN_TOX_PLA2_43,SYN_MAB_141_H,synthetic,3,4,3
Snake Venom Serine Protease,Conformational,-0.38083422109956977,CDR-H3,A8QL53.1,9MI0_R,real,5,1,2
Snake Venom Metalloproteinase,Conformational,-0.2522222727210206,CDR-H3,F8RKW0.1,6IOM_A,real,4,1,2
Snake Venom Metalloproteinase,Linear,-0.38340324878253695,CDR-H3,J3SBP9.1,NP_001424713.1,real,4,2,2
Snake Venom Metalloproteinase,Conformational,-0.09775948328261332,Multiple CDRs,Q0NZX6.1,Q9HCN6.4,real,4,1,14
Snake Venom Serine Protease,Mixed,-0.356910150801937,CDR-H3,D8MIA1.1,6IOM_B,real,5,3,2
Disintegrin,Specific,-0.17065564378680967,C-terminal Region,SYN_TOX_DIS_195,SYN_MAB_135_H,synthetic,1,4,0
Snake Venom Serine Protease,Linear,-0.22733481704227515,Multiple CDRs,Q2PQJ3.1,6IOM_B,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.17466974954144604,Multiple CDRs,B0FXM1.1,9MI0_R,real,5,3,14
Snake Venom Serine Protease,Linear,-0.42964574707594794,Multiple CDRs,A8QL53.1,4V1D_E,real,5,2,14
Cysteine-Rich Secretory Protein,Mixed,-0.24290954737026427,CDR-H3,XP_026568636.1,1CDS_A,real,0,3,2
Snake Venom Metalloproteinase,Broad-spectrum,3.6138432616843548,Multiple epitopes,SYN_TOX_SVMP_121,SYN_MAB_18_H,synthetic,4,0,15
Snake Venom Metalloproteinase,Mixed,-0.32656351129688604,Multiple CDRs,P82942.1,1CDS_A,real,4,3,14
Phospholipase A2,Mixed,-0.2819266553053297,Multiple CDRs,AAB33759.1,4V1D_E,real,3,3,14
Disintegrin,Linear,-0.31933812093854064,CDR-H3,ABD34834.1,NP_000602.1,real,1,2,2
Snake Venom Serine Protease,Mixed,-0.39191315298236606,Multiple CDRs,P85109.1,9MIB_L,real,5,3,14
Cysteine-Rich Secretory Protein,Linear,-0.3848483268542061,Multiple CDRs,XP_026547764.1,8TO9_B,real,0,2,14
Cysteine-Rich Secretory Protein,Conformational,0.36322042157982676,Multiple CDRs,ATU85541.1,9MIB_L,real,0,1,14
Snake Venom Serine Protease,Mixed,-0.3395692139419079,CDR-H3,B5U6Y3.1,9MI0_H,real,5,3,2
Three-Finger Toxin,Broad-spectrum,-0.2991070279351733,Multiple epitopes,SYN_TOX_3FTx_24,SYN_MAB_43_H,synthetic,6,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.2486898596569406,Multiple CDRs,XP_034288380.1,9CLP_L,real,0,1,14
Cysteine-Rich Secretory Protein,Conformational,0.021058047054623035,CDR-H3,XP_015678374.1,9CLP_H,real,0,1,2
Snake Venom Serine Protease,Linear,-0.4294851828457624,Multiple CDRs,E5L0E4.1,9MI0_N,real,5,2,14
Snake Venom Serine Protease,Mixed,-0.4105386036838788,CDR-H3,P18965.2,1CDR_A,real,5,3,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,5.227513775048173,Multiple epitopes,SYN_TOX_KSPI_138,SYN_MAB_28_H,synthetic,2,0,15
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,5.4763883318356275,Multiple epitopes,SYN_TOX_KSPI_54,SYN_MAB_40_H,synthetic,2,0,15
Phospholipase A2,Specific,-0.06147196726070062,Calcium Binding Loop,SYN_TOX_PLA2_183,SYN_MAB_21_H,synthetic,3,4,3
Phospholipase A2,Conformational,-0.355143944269897,Multiple CDRs,XCA51353.1,1CDS_A,real,3,1,14
Snake Venom Serine Protease,Linear,-0.4018681352538643,CDR-H3,B5U6Y3.1,4V1D_D,real,5,2,2
Phospholipase A2,Mixed,0.10069790522660851,CDR-H3,AAB24834.1,1CDQ_A,real,3,3,2
Snake Venom Metalloproteinase,Mixed,-0.11237082822948968,CDR-H3,P17347.3,1CDQ_A,real,4,3,2
Cysteine-Rich Secretory Protein,Linear,-0.3461523473795115,Multiple CDRs,AAL54896.1,1CDS_A,real,0,2,14
Snake Venom Serine Protease,Mixed,0.31745961597697214,Multiple CDRs,F8S114.1,9CLP_H,real,5,3,14
Snake Venom Metalloproteinase,Linear,-0.39801459372941334,Multiple CDRs,R4NNL0.1,9CLP_C,real,4,2,14
Snake Venom Serine Protease,Mixed,-0.36798908268473335,CDR-H3,P0DJ86.1,8SXP_L,real,5,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.3784257576467879,Multiple CDRs,XP_026547749.1,4V1D_A,real,0,1,14
Snake Venom Metalloproteinase,Conformational,-0.27261392995457334,CDR-H3,U5PZ28.1,1CDQ_A,real,4,1,2
Cysteine-Rich Secretory Protein,Mixed,0.01704394129998667,Multiple CDRs,XP_013911763.1,4V1D_B,real,0,3,14
Cysteine-Rich Secretory Protein,Linear,-0.3079380605953733,Multiple CDRs,XP_026546646.1,4V1D_A,real,0,2,14
Snake Venom Metalloproteinase,Conformational,-0.3223888413120643,Multiple CDRs,J3S830.1,8SXP_L,real,4,1,14
Snake Venom Serine Protease,Conformational,-0.4119836817555479,Multiple CDRs,O93421.2,6IOM_A,real,5,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.36798908268473335,CDR-H3,XP_039190751.1,9CLP_L,real,0,3,2
Snake Venom Serine Protease,Conformational,-0.41294706713666063,CDR-H3,B5U6Y3.1,6IOM_A,real,5,1,2
