toxin_id,toxin_type,antibody_id,binding_affinity_nM,neutralization_percentage,binding_type,binding_site,species
P0C7A9.1,Snake Venom Metalloproteinase,8SXP_L,16.07,13.6,Linear,Multiple CDRs,Bothrops jararaca
P0C7A9.1,Snake Venom Metalloproteinase,4V1D_E,2.84,84.5,Conformational,CDR-H3,Bothrops jararaca
P0C7A9.1,Snake Venom Metalloproteinase,4V1D_D,8.85,48.6,Conformational,Multiple CDRs,Bothrops jararaca
P0C7A9.1,Snake Venom Metalloproteinase,4V1D_B,1.63,90.7,Mixed,CDR-H3,Bothrops jararaca
P0C7A9.1,Snake Venom Metalloproteinase,4V1D_A,1.16,95.6,Conformational,Multiple CDRs,Bothrops jararaca
P0C7A9.1,Snake Venom Metalloproteinase,1CDR_A,1.49,93.7,Mixed,CDR-H3,Bothrops jararaca
P0DL27.1,Snake Venom Serine Protease,9MIB_N,35.55,0.0,Conformational,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,9CU6_J,2.16,79.8,Mixed,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,9B7V_L,2.72,74.5,Conformational,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,9CLP_L,4.9,82.8,Linear,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,9CLP_H,2.48,62.1,Linear,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,9CLP_C,16.75,13.4,Conformational,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,NP_000602.1,22.26,0.0,Linear,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,P13987.1,13.93,37.8,Mixed,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,Q9HCN6.4,3.2,67.2,Linear,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,P00740.2,41.27,0.0,Linear,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,1CDQ_A,19.74,0.0,Conformational,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,6ION_A,5.3,69.4,Linear,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,6IOM_B,31.89,0.0,Conformational,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,6IOM_A,42.89,0.0,Conformational,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,1CDS_A,8.62,65.8,Mixed,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,8SXP_H,18.31,13.5,Mixed,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,8SXP_L,0.44,84.1,Mixed,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,4V1D_E,1.56,72.3,Mixed,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,4V1D_D,17.75,3.6,Mixed,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,4V1D_B,2.64,85.0,Linear,Multiple CDRs,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,4V1D_A,8.23,66.8,Mixed,CDR-H3,Bothrops pirajai
P0DL27.1,Snake Venom Serine Protease,1CDR_A,18.81,16.7,Linear,CDR-H3,Bothrops pirajai
U3KRG1.1,Snake Venom Metalloproteinase,9CU6_F,14.17,23.4,Linear,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,8U9Y_M,8.8,64.8,Linear,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,9CLP_L,13.51,31.1,Linear,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,9CLP_H,6.09,75.2,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,9CLP_C,1.37,100.0,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,NP_000602.1,0.64,100.0,Conformational,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,NP_001265042.1,27.92,0.0,Mixed,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,P13987.1,3.09,85.5,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,NP_001424713.1,8.15,61.9,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,Q9HCN6.4,21.04,5.4,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,P00740.2,4.16,63.6,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,1CDQ_A,3.67,82.1,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,6ION_A,6.81,61.9,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,6IOM_B,5.46,83.9,Conformational,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,6IOM_A,4.41,95.8,Linear,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,1CDS_A,26.51,0.0,Conformational,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,NP_001265043.1,18.61,7.3,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,NP_001455.3,5.2,55.3,Conformational,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,8SXP_H,21.75,0.0,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,8SXP_L,9.19,56.9,Conformational,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,4V1D_E,10.33,36.0,Mixed,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,4V1D_D,3.56,100.0,Linear,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,4V1D_B,5.07,77.7,Mixed,Multiple CDRs,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,4V1D_A,2.35,93.5,Mixed,CDR-H3,Protobothrops mucrosquamatus
U3KRG1.1,Snake Venom Metalloproteinase,1CDR_A,14.8,35.6,Mixed,CDR-H3,Protobothrops mucrosquamatus
P0DM89.1,Snake Venom Metalloproteinase,9MIH_L,3.87,75.3,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,9MIA_N,27.9,0.0,Conformational,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,9MI0_N,0.93,99.4,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,9B7R_L,4.11,76.2,Conformational,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,8TO9_J,9.94,60.1,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,9CLP_L,13.41,23.4,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,9CLP_H,10.74,43.7,Linear,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,9CLP_C,9.44,46.6,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,NP_000602.1,7.26,70.5,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,NP_001265042.1,4.46,82.2,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,P13987.1,10.83,43.1,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,NP_001424713.1,22.6,0.0,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,Q9HCN6.4,5.22,85.1,Mixed,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,P00740.2,9.26,47.1,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,1CDQ_A,5.69,72.9,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,6ION_A,7.59,58.1,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,6IOM_B,11.66,52.4,Mixed,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,6IOM_A,5.49,74.0,Linear,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,1CDS_A,7.57,52.4,Linear,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,NP_001265043.1,27.47,0.0,Conformational,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,NP_001455.3,4.43,87.1,Mixed,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,8SXP_H,0.56,90.5,Conformational,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,8SXP_L,10.24,52.4,Linear,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,4V1D_E,1.59,98.5,Conformational,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,4V1D_D,1.16,90.8,Linear,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,4V1D_B,4.71,85.0,Mixed,Multiple CDRs,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,4V1D_A,9.37,50.4,Conformational,CDR-H3,Gloydius brevicauda
P0DM89.1,Snake Venom Metalloproteinase,1CDR_A,8.01,54.7,Linear,CDR-H3,Gloydius brevicauda
P0C5B4.2,Snake Venom Serine Protease,9CU5_F,3.22,81.1,Conformational,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,9B7V_L,38.08,0.0,Conformational,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,8U9Y_F,21.17,0.0,Linear,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,8TO9_C,5.15,67.9,Mixed,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,9CLP_L,4.59,84.6,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,9CLP_H,4.56,91.7,Mixed,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,9CLP_C,14.11,41.2,Mixed,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,NP_000602.1,23.46,0.0,Conformational,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,P13987.1,3.36,88.5,Conformational,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,Q9HCN6.4,4.32,84.3,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,P00740.2,8.57,69.1,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,1CDQ_A,5.38,73.6,Conformational,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,6ION_A,21.71,0.0,Linear,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,6IOM_B,4.72,65.3,Mixed,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,6IOM_A,7.24,58.4,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,1CDS_A,13.41,25.8,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,8SXP_H,16.38,1.7,Mixed,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,8SXP_L,1.3,85.5,Mixed,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,4V1D_E,15.71,22.2,Linear,CDR-H3,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,4V1D_D,3.75,73.9,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,4V1D_B,3.6,83.1,Mixed,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,4V1D_A,4.05,77.2,Linear,Multiple CDRs,Gloydius shedaoensis
P0C5B4.2,Snake Venom Serine Protease,1CDR_A,0.51,99.4,Linear,CDR-H3,Gloydius shedaoensis
AAB22478.1,Disintegrin,9MIH_L,7.25,82.8,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,9MI0_L,4.98,71.3,Mixed,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,9CLP_L,11.91,26.6,Mixed,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,9CLP_H,12.41,47.4,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,9CLP_C,16.72,3.8,Conformational,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,NP_000602.1,4.12,88.6,Conformational,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,NP_001265042.1,7.14,69.1,Linear,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,P13987.1,71.83,0.0,Conformational,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,NP_001424713.1,19.11,0.0,Linear,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,Q9HCN6.4,0.79,86.6,Linear,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,P00740.2,6.34,80.0,Linear,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,1CDQ_A,5.54,95.4,Conformational,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,6ION_A,3.19,63.2,Linear,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,6IOM_B,4.7,76.4,Mixed,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,6IOM_A,21.29,0.0,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,1CDS_A,2.36,82.0,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,NP_001265043.1,25.6,0.0,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,NP_001455.3,1.62,90.2,Mixed,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,8SXP_H,39.79,0.0,Mixed,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,8SXP_L,1.04,100.0,Linear,CDR-H3,Daboia russelii
AAB22478.1,Disintegrin,4V1D_E,10.37,53.1,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,4V1D_D,1.0,100.0,Conformational,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,4V1D_B,1.94,100.0,Mixed,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,4V1D_A,4.05,99.4,Linear,Multiple CDRs,Daboia russelii
AAB22478.1,Disintegrin,1CDR_A,5.67,86.8,Conformational,Multiple CDRs,Daboia russelii
XCA51370.1,Phospholipase A2,9MII_L,7.04,70.9,Mixed,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,9MI0_R,6.51,60.3,Mixed,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,9CU6_F,49.46,0.0,Mixed,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,9CU5_G,3.66,83.2,Mixed,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,9CU5_D,8.39,50.1,Mixed,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,9CLP_L,38.91,0.0,Conformational,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,9CLP_H,21.14,6.3,Linear,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,9CLP_C,4.47,55.2,Linear,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,NP_000602.1,2.39,80.9,Mixed,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,P13987.1,2.19,83.4,Conformational,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,Q9HCN6.4,3.42,75.8,Conformational,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,P00740.2,4.95,85.0,Mixed,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,1CDQ_A,3.72,71.3,Conformational,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,6ION_A,21.98,0.0,Linear,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,6IOM_B,21.0,0.0,Linear,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,6IOM_A,7.49,64.7,Linear,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,1CDS_A,9.61,54.9,Conformational,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,8SXP_H,13.11,28.5,Linear,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,8SXP_L,21.1,18.3,Mixed,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,4V1D_E,7.65,56.0,Conformational,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,4V1D_D,27.8,0.0,Mixed,Multiple CDRs,Bitis arietans
XCA51370.1,Phospholipase A2,4V1D_B,10.0,56.3,Conformational,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,4V1D_A,7.66,55.2,Conformational,CDR-H3,Bitis arietans
XCA51370.1,Phospholipase A2,1CDR_A,13.52,34.9,Conformational,Multiple CDRs,Bitis arietans
AAB25792.1,Phospholipase A2,9MIB_H,3.56,82.1,Linear,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,9MIA_H,13.08,28.9,Conformational,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,9MI0_L,5.38,76.9,Conformational,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,9CU6_G,23.59,0.0,Conformational,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,8U9Y_N,3.87,87.2,Linear,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,9CLP_L,10.36,50.0,Linear,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,9CLP_H,1.92,83.2,Linear,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,9CLP_C,6.03,69.5,Linear,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,NP_000602.1,3.96,78.0,Linear,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,P13987.1,3.27,85.8,Mixed,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,Q9HCN6.4,19.37,14.9,Conformational,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,P00740.2,3.1,86.2,Conformational,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,1CDQ_A,14.4,39.9,Conformational,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,6ION_A,24.66,0.0,Mixed,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,6IOM_B,0.91,100.0,Mixed,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,6IOM_A,14.1,10.6,Mixed,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,1CDS_A,6.64,73.1,Conformational,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,8SXP_H,21.53,0.0,Linear,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,8SXP_L,1.55,99.9,Conformational,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,4V1D_E,4.83,70.5,Linear,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,4V1D_D,0.9,100.0,Linear,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,4V1D_B,4.55,71.0,Linear,CDR-H3,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,4V1D_A,17.13,19.4,Mixed,Multiple CDRs,Agkistrodon piscivorus
AAB25792.1,Phospholipase A2,1CDR_A,12.23,33.2,Conformational,Multiple CDRs,Agkistrodon piscivorus
A8QL53.1,Snake Venom Serine Protease,9MIB_N,9.09,51.3,Conformational,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,9MI0_R,3.51,85.3,Conformational,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,9CU5_K,21.98,0.0,Conformational,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,9CLP_L,4.97,63.4,Linear,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,9CLP_H,19.73,3.2,Mixed,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,9CLP_C,8.47,54.4,Conformational,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,NP_000602.1,14.21,32.3,Conformational,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,P13987.1,4.65,81.6,Linear,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,Q9HCN6.4,17.88,24.6,Mixed,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,P00740.2,3.4,73.0,Conformational,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,1CDQ_A,24.3,0.0,Linear,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,6ION_A,3.08,78.7,Conformational,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,6IOM_B,4.71,81.6,Linear,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,6IOM_A,2.08,70.7,Mixed,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,1CDS_A,4.86,73.7,Conformational,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,8SXP_H,4.45,72.5,Conformational,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,8SXP_L,4.32,75.5,Mixed,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,4V1D_E,0.47,100.0,Linear,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,4V1D_D,30.63,0.0,Linear,CDR-H3,Naja atra
A8QL53.1,Snake Venom Serine Protease,4V1D_B,9.67,50.3,Linear,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,4V1D_A,10.74,41.5,Linear,Multiple CDRs,Naja atra
A8QL53.1,Snake Venom Serine Protease,1CDR_A,22.87,2.0,Linear,Multiple CDRs,Naja atra
XP_026568634.1,Cysteine-Rich Secretory Protein,9MIB_R,0.64,90.6,Mixed,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,9MI0_K,12.32,13.2,Linear,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,9MI0_H,5.36,55.0,Mixed,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,9B7V_H,1.7,77.1,Linear,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,8TO9_C,4.63,81.5,Mixed,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,9CLP_L,4.06,79.4,Mixed,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,9CLP_H,4.86,66.3,Mixed,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,9CLP_C,18.03,11.3,Linear,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,NP_000602.1,5.09,68.0,Linear,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,P13987.1,11.83,24.7,Linear,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,6.57,75.3,Conformational,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,P00740.2,13.07,43.9,Mixed,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,1CDQ_A,31.51,0.0,Linear,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,6ION_A,5.94,70.1,Linear,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,6IOM_B,2.49,83.0,Conformational,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,6IOM_A,55.05,0.0,Mixed,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,1CDS_A,2.68,70.4,Conformational,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,8SXP_H,3.68,91.5,Linear,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,8SXP_L,46.43,0.0,Mixed,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,4V1D_E,23.09,0.0,Linear,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,4V1D_D,32.63,0.0,Conformational,Multiple CDRs,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,4V1D_B,14.61,30.7,Mixed,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,4V1D_A,7.52,38.9,Mixed,CDR-H3,Pseudonaja textilis
XP_026568634.1,Cysteine-Rich Secretory Protein,1CDR_A,1.5,100.0,Conformational,CDR-H3,Pseudonaja textilis
A7LAC7.1,Snake Venom Serine Protease,9MIA_P,23.7,0.0,Linear,Multiple CDRs,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CU6_K,3.07,86.9,Conformational,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CU6_E,7.41,70.0,Conformational,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CU5_K,58.92,0.0,Mixed,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CU5_J,10.2,46.2,Conformational,Multiple CDRs,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CLP_L,7.56,67.8,Mixed,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CLP_H,17.81,0.0,Conformational,Multiple CDRs,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,9CLP_C,16.52,11.3,Linear,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,NP_000602.1,1.27,98.2,Mixed,Multiple CDRs,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,P13987.1,9.13,44.8,Conformational,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,Q9HCN6.4,12.42,41.7,Mixed,CDR-H3,Trimeresurus albolabris
A7LAC7.1,Snake Venom Serine Protease,P00740.2,5.48,77.7,Linear,Multiple CDRs,Trimeresurus albolabris
